id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
1131,Social,Music/Drama;Organisation;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Wingrave-with-Rowsham,Wingrave Singers,Singers - Wingrave,,,,,Friday;,,,Friday;,FALSE,Friday 19:45-21:30,"Wingrave Parish Church, Church Street, Wingrave",HP22 4PF,,Liz Morgan,01296 681101,https://www.bucksvoice.net/wingravesingers/,epmorgan58@hotmail.co.uk,"We are a small chamber choir based in Wingrave, Buckinghamshire, founded in 1977. We have sung services in over thirty cathedrals in England, and are also available for weddings and fundraising concerts. For further information, please see the website",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop,,"Great Brickhill, Wing & Ivinghoe",AV North,
1132,Active,Exercise,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Winslow,Winslow Big Society Group,Fitness for All,,,,,Friday;,,,Friday;,TRUE,Friday 11:00-12:15,"St Laurence Room, Market Square, Winslow",MK18 3AB,£6.50,Zoe Sutherland,01296 712416,https://www.winslowbigsocietygroup.info,z.sutherland@btopenworld.com,"Gentle exercise and relaxation class, mainly chair based - term time only",18/2/2019,18/2/2019,"2019-02-14 KB Up-to-date.  WBS Meeting planned for March.  Web says 11-11.50 Zoe still listed , plus other classes - maybe worth WBS audit to check we are all up to speed as they have many services Visit arranged with WBS KB 01/02/19",KB,1,,,Older adults;,Older adults;,,,,,,,,,NA,Yes,Not Seen,Yes,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Winslow & District,AV North,Completed
1135,Active,Exercise;Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Winslow,Men in Sheds,Men in Sheds - Winslow,,Tuesday;,,Thursday;,,,,Tuesday;Thursday;,TRUE,Tuesday 10:00-16:00,"Station Road Industrial Estate, Winslow",MK18 3RQ,,Colin Bradford,01296 715226,https://www.meninshedswinslow.org.uk,winslowshedders@gmail.com,Part of the network of 'Sheds' where men can meet up to undertake hobbies among the company of like minded people,18/2/2019,18/2/2019,2019-02-14 KB Met with trustees.  No issues.  Working with Public Health on an activity programme.  Supporting dementia; some client capacity but usually PM style referrals staying has been dependent on outside 1-2-1 support being provided. Catch up with Colin arranged 04/02/19 KB - run Thu too - have updated above,KB,1,,,Older adults;,Older adults;,,,,,,,,,NA,Yes,Not Seen,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Winslow & District,AV North,Completed
1136,Social,Lunches;Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Mursley,,Pub Lunch Club - Mursley,,,,Thursday;,,,,Thursday;,TRUE,Last Thursday 12:30,"The Green Man, 22 Main Street, Mursley, Milton Keynes",MK17 0RT,,John Williamson   Judith Hayward,01296 720270   01296 720437,https://www.mursley.net/sport_and_leisure/lunch_club/index.html,,"Social. Monthly lunch club for everyone held at the Green Man pub. Numbers are limited to available space so a ballot is taken if any lunch is over-booked. Great food, atmosphere and chat.",2/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1137,Social,Arts/Crafts;Organisation;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Winslow,Winslow & District Art Society,Art Group - Winslow,,,,Thursday;,,,,Thursday;,FALSE,Last Thursday 19:30-21:30,"Winslow Bowls Club, The Spinney, Elmfield Gate, Winslow",MK18 3NR,,Maureen Barnes (secretary),01280 813733,https://www.winslowart.org.uk,maureen.barnes at outlook.com,"WADAS is a not for profit society which welcomes artists at every level and those who have a general interest in the Arts. For more information, please see the website.",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1139,Social,Lunches;Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Great Horwood,Community Impact Bucks,Pub Lunch Club - Great Horwood,,Tuesday;,,,,,,Tuesday;,TRUE,Last Tuesday 12:30,"The Crown, 1 The Green, Great Horwood",HP18 0SW,,Monica Gilbey,,,mgilbey@fsmail.net,"There are over 30 communities running lunch clubs across the county, offering two courses for around £7.00 or £8.00, depending on the venue. The clubs are very much community based, each with a local organiser, through whom bookings must be made.",31/8/2018,,,PD,5,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1140,Learning,Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,Support and community groups;,,,"Arts, Crafts, Music and Drama;Social groups;Support and community groups;",Buckingham,University of the 3rd Age,U3A - Buckingham & District,,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,TRUE,Daily 14:00-16:00,"Buckingham Community Centre, Cornwalls Meadow, Buckingham",MK18 1RP,,Chair: Clive Cowdy  Membership Secretary: Janti Mistry,01280 824274,https://www.buckinghamu3a.org.uk/groups_frame.htm,,"Coffee mornings for new members (fully or semi retired). More than 50 different groups that range from Arts, Craft and Yoga to Local History and Foreign Languages.  They also organise social events, outings and travel.",4/2/2019,4/2/2019,2019-02-04 KB - Groups like weekly ambling and singing (which perform in care homes and at the day ctre welcoming new members) listed on web KB 04/02/19,KB,1,,,Older adults;,Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,Completed
1141,Social,Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Aston Abbotts,,The Ladies Club - Aston Abbotts,,,,,,,,,TRUE,Monthly 14:30,"Church Hall, Cublington Road, Aston Abbotts",HP22 4NA,,April Curnow,,https://www.aston-abbotts.co.uk/ladiesclub.htm,april@aston-abbotts.co.uk,£10 annual membership and £1 per meeting,3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,Not Seen,Not Seen,Not Seen,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1144,Support,Support,,,,,,,Support and assistance;,,Support and assistance;,Buckingham,Citizens Advice Bureau,Citizens Advice Bureau - Buckingham,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,TRUE,"Weekdays 10:00-16:00 Wednesday,Friday 10:00-16:00","Citizens Advice Bureau, Market Hill, Buckingham",MK18 1JX,Free,"Make appointment via Citizens Advice Bureau, Aylesbury Vale",03444 111444 / 03003 300650,https://www.aylesburyvaleadvice.org.uk,,"Practical up-to-date advice on a range of topics incl: debt, benefits, housing, employment, immigration, consumer and other problems. Mon10:00-13:00, Tue10:00-15:00, Wed10:00-15:00, Thu12:00-17:00, Fri10:00-13:00",30/11/2017,,,AC,1,,,Older adults;,Older adults;,,,,,,,,,,,,,,,Buckingham,AV North,
1148,Active,Exercise,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;",Buckingham,Janey Betts,Boogie Fit - Buckingham,Monday;,,,,,,,Monday;,TRUE,Monday 18:30-19:20,"Lace Hill Community Centre, Catchpin Street, Buckingham
Buckingham",MK18 7RR,,Janey Betts,07484 133705,https://www.facebook.com/zumbajaney/,info@janeybetts.com,"What is Boogie Fit? A combination of Zumba, Zumba Gold, Modern Jazz and Latin American dance. Wiggle at your own level with a range of instructors!",3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1152,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Twyford,Voice  Fusion,Adult and Youth Choirs - Twyford,Monday;,,,,,,,Monday;,FALSE,Monday 20:00-21:45,"Twyford Village Hall, The Knob Twyford",MK18 4EE,£6.00 per week,Jane,01296 730751,https://voicefusion.weebly.com/index.html,voicefusion@live.co.uk,VoiceFusion offers you the chance to take part in a community style choir where you can have fun and enjoy the many benefits of singing in a group. Please see the website for more details,1/9/2017,,,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1153,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Twyford,MK Yoga,Pilates - Twyford,Monday;,,,,,,,Monday;,TRUE,Monday 18:30-19:30,"Twyford Village Hall, Portway Road, Twyford",MK18 4EE,£7.00,Andres Wren,07980 939554,https://www.mkyoga.co.uk/pilates-classes-buckingham.html,,"All classes are £7.00 or a MK YOGA 10 CLASS PASS can be brought for £63.00 making the classes even better value.  As with the Yoga pass, the pass is only stamped for classes attended. The class passes can be used at any of these MK YOGA classes",3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1155,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Wing,,Sports and Social Club - Wing,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;,TRUE,"Weekday 14:00-23:00,  Saturday 12:00-23:30, Sunday 12:00-22:30","Wing Sports and Social Club, 23 Leighton Road, Wing",LU7 0NW,,,01296 688 139,,wing_social_club@live.co.uk,Please contact for further information,3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1156,Active,Exercise;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Winslow,"Jazzercise Beds, Bucks & Herts",Jazzercise - Winslow,Monday;,,Wednesday;,,,Saturday;,,Monday;Wednesday;Saturday;,FALSE,"Monday, Wednesday 19:30; Saturday 09:00","Furze Down School, Verney Road, Winslow",MK18 3BL,,Keri Donnellan,07900 987230,https://jazzercise.net/uk-aylesbury/winslow/,jazzercisebbh@jazzercise.net,Please contact for further information,18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1158,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Whaddon,,Chase Choir - Whaddon,Monday;,,,,,,,Monday;,FALSE,Monday 19:00-21:00,"Whaddon Jubilee Hall, Stock Lane, Whaddon",MK17 0LS,,Karen or Marianna,Karen 01908 501922 / Marianna 01908 503194,https://www.chasechoir.com/home,karen.greengages@gmail.com / marianna.beckwith@btopenworld.com,"he Chase Choir is a community choir based in Whaddon, North Bucks, that loves singing! The choir meets on a Monday evening in the village hall, Stock Lane, from 7pm to 9pm. Please see website for more details",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1159,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Winslow,,Winslow Players,,,Wednesday;,,,,,Wednesday;,FALSE,2nd Wednesday 20:00,"St Laurence Room, Market Square, Winslow",MK18 3AB,,,,https://www.winslowplayers.co.uk,info@winslowplayers.co.uk,"The Winslow Players have performed a variety of plays and pantomimes to suit all tastes for 50 years including murder mysteries, funny farces, serious satires, variety shows and musicals. Please see the website for more details",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Winslow & District,AV North,
1162,Social,Faith;Social;Tea/Coffee,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Great Brickhill,St Mary the Virgin Great Brickhill,Great Brickhill Parish Hall Drop In,Monday;,,,,,,,Monday;,TRUE,Monday 13:30-15:30,"Great Brickhill Parish Hall, Lower Way, Great Brickhill",MK17 9AG,,"Phillipa Cook  Betty Kinsey  Anne Humphreys, Jan, Jeremy, Claire",01525 261836   01525 261345,https://www.brickhillschurches.org.uk/great-brickhill/about-the-church/,neilacook@aol.com,"The Drop-In is held on Monday afternoons at the Parish Hall, so please call in for a cup of tea, slice of cake and a chat. The Post Office is now held each week in the small meeting room at the Parish Hall on Mondays, open from 1.00 - 3.00pm.",3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1163,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Wing,Leighton Buzzard Karate,Karate & Kickboxing - Wing,Monday;,,,,,,,Monday;,FALSE,Monday 18:30-20:00,"Cottesloe School, Aylesbury Road, Wing",LU7 0NY,,Jo Randall,07539 873 858,https://www.leightonbuzzardkarate.com,jokarate@hotmail.co.uk,"Learn martial arts, meet new people and achieve your fitness goals! Anyone is welcome regardless of your level of fitness or experience. Please see website for more details",1/9/2017,,,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1165,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Wingrave-with-Rowsham,Methodist Church,Community Choir - Wingrave,Monday;,,,,,,,Monday;,FALSE,Monday 20:00,"Methodist Church, Wingrave with Rowsham",HP22 4PX,,Sheila Cotton,01296 681226,https://www.aylesburyvale.org.uk/churches/circuit-churches/wingrave/avtivities.html,,meets on Mondays at 8pm. Contact Sheila Cotton 01296 681226,1/9/2017,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1166,Social,Social,,,,,Social groups;,,,,Social groups;,Winslow,Winslow Bridge Club,Bridge Club - Winslow,Monday;,,,,,,,Monday;,FALSE,Monday 19:30-21:30,"Furze Down School, Verney Road, Winslow
Buckingham",MK18 3BL,£2.50 table fee,Ann Lynch, 01296 720742,https://www.sites.google.com/site/winslowbridgeclub/,WinslowBridgeClub@googlemail.com,"We are a small friendly bridge club, welcoming all players, single and pairs, experienced or new to bridge.  For more details, please see the website",1/9/2017,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1167,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Charndon,Lenka Pilates,Pilates - Charndon,Monday;,,,,,,,Monday;,TRUE,"Monday 18:15-19:15 & 19:30-20:30, 20:45-21:45, Thursday 09:30-10:30, 10:45-11:45","Charndon Village Hall, Main Street, Charndon",OX27 0BL,£6 per class,Lenka,07986 582768,https://www.lenka-pilates.co.uk/classes/charndon.php,,Please contact for further information,3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1169,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Wing,Wing Vale Badminton Club,Badminton Club - Wing,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 20:00-22:30,"Wing Village Hall, 71 Leighton Road, Wing",LU7 0NN,,Gary,07796 938086,https://sites.google.com/site/wingvalebc/,Garystevens2@btinternet.com,Please contact for further information,1/9/2017,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1171,Support,Support,,,,,,,Support and assistance;,,Support and assistance;,Winslow,Medical Detection Dogs,,,,,,,,,,FALSE,,"3 Millfield Greenway Business Park, Winslow Road, Great Horwood, Milton Keynes",MK17 0NP,,Jessica Ryzman,01296 655888,https://www.medicaldetectiondogs.org.uk/,operations@medicaldetectiondogs.org.uk,Medical Detection Dogs trains dogs to detect the odour of human disease. It is at the forefront of the research into the fight against cancer and helping people with life-threatening diseases. Please see the website for more details.,18/11/2018,,,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,,Winslow & District,AV North,
1175,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aston Abbotts,Village Walks - Aston Abbots,,,,,,,,,,FALSE,,"The Green, Aston Abbotts",HP22 4LY,,,,https://www.aston-abbotts.co.uk/village%20walk.htm,info@aston-abbotts.co.uk,"Mainly level, no steep hills. About 50% walking on grass. Five stiles to be negotiated. A map of the walk can be found on the website",18/11/2018,,,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,,"Great Brickhill, Wing & Ivinghoe",AV North,
1176,Social,Lunches;Social,,,,,Social groups;,,,,Social groups;,Wingrave-with-Rowsham,The Rose and Crown pub,Pub Lunch Club - Wingrave,,,Wednesday;,,,,,Wednesday;,TRUE,Last Wednesday of the month,"Rose and Crown, Wingrave with Rowsham",HP22 4PD,£6.50, Tracy Simpson,01296 680391\07933 356011,https://roseandcrownwingrave.co.uk/whats-on/,,2 courses and coffee over 50s (all welcome),18/11/2018,,,KB,6,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1178,Social,Lunches;Social,,,,,Social groups;,,,,Social groups;,Nash,All Saints,Weekday Lunch,,,,,Friday;,,,Friday;,TRUE,Quarterly Friday 13:00-14:30,"Nash Village Hall, Stratford Road, Nash",MK17 0ES, £4.50,Margaret Hedges       Vicky Southby,01280 520102  01280 501812,https://www.nashvillage.org/,,Currently meets quarterly; Please check the website for details,18/11/2018,,,KB,6,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1179,Social,Faith;Social;Support;Tea/Coffee,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Buckingham,St Peter and St Paul,Coffee Service Café - Buckingham,,,,,,Saturday;,,Saturday;,TRUE,Saturday 10:30-12:30,"St Peter and St Paul, Castle Street, Buckingham",MK18 1BS,,Parish Office,01280 821509,https://www.bpchurch.uk/Groups/150736/Buckingham_Parish_Church/Church_Life/Whats_On/The_Coffee_Service/The_Coffee_Service.aspx,,"Would you like somewhere peaceful and relaxing to enjoy a great cup of (fairtrade) coffee and a chat? We're open every Saturday from 10.30am to 12.30pm, unless there is an early wedding in the afternoon when we will finish at midday",3/7/2018,,,JAL,4,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Hearing Induction Loop;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1180,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Mursley,"Jazzercise Beds, Bucks & Herts",Jazzercise - Mursley,,,,,,Saturday;,,Saturday;,TRUE,Saturday 09:30,"Mursley Village Hall, The Lane, Mursley, Milton Keynes",MK17 0RY,,Keri Donnellan,07900 987230,https://www.jazzercise-uk.com,,Please contact for further information,3/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1181,Social,Social;Tea/Coffee,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Wing,All Saints Church - Wing,Café Oasis - Wing,,,,,,Saturday;,,Saturday;,TRUE,Saturday 10:00-12:00,"All Saints Church, Church Street, Wing,",LU7 0PD,£1.00,Helen Barnes,01296 682 408,,helen.barnes1503@gmail.com,"A drink of tea or coffee and a cake available for a suggested donation of £1 per person.  Many people come to sit and read the paper, meet people or as a treat for the children",5/3/2019,5/3/2019,2019-03-05 KB - update received 2019-02-26 KB VM Left;  2019-02-14 KB VM Left; KB 150119 VM left,KB,1,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,Yes,,Yes,Building Wheelchair Access;Nearby Bus Stop,,"Great Brickhill, Wing & Ivinghoe",AV North,Completed
1184,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Stoke Hammond,The Pilates Workshop,Pilates - Stoke Hammond (Beginners),Monday;,,,,,,Sunday;,Monday;Sunday;,TRUE,Monday 11:45-12:45,"Stoke Hammond Community Centre, Bragenham Side, Stoke Hammond, Buckinghamshire",MK17 9DB,,Louisa Harris,07941 203589,https://www.thepilatesworkshop.co.uk/teachers/louisa-harris/,classes@the pilatesworkshop.co.uk,The Body Control Pilates association is widely seen as a benchmark for safe and effective teaching of the highest quality with small class sizes ensuring close supervision and support from your teacher.,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1185,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Wing,Wing Tennis Club,,,,,,,,Sunday;,Sunday;,TRUE,Sunday 11:00,"29 Leighton Road, Wing, Leighton Buzzard",LU7 0NW,,"Ryan West, Membership Secretary",07917 536577,https://www.wingtc.weebly.com/,wingtc@outlook.com,Wing Tennis Club is a small club near Leighton Buzzard. It is one of the friendliest and best value clubs around. Why not try it for yourself and come along to social tennis on a Sunday morning? Please see website for more details.,18/11/2018,,,KB,6,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Nearby Bus Stop;On-Site Parking,,"Great Brickhill, Wing & Ivinghoe",AV North,
1186,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;",Wing,Wing Singers,Singers - Wing,,,,,,,Sunday;,Sunday;,TRUE,Sunday 17:00-18:00,"Wing Village Hall, 71 Leighton Road, Wing",LU7 0NN,£15 per adult membership,Lance Redler,01296 681 286,https://www.thewingsingers.org.uk,winsingers@yahoo.co.uk,"The Wing Singers  choir meets for hour-long rehearsals on most Sunday evenings during school term time, normally starting at 5pm (doors open at 4:30pm and voice warm-up exercises normally start at 4:45pm)or an hour later in summer months.",10/7/2018,,,JAL,4,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,Not Seen,Not Seen,Not Seen,Not Seen,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1188,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Buckingham,Aerocise Pilates,Pilates - Mixed Ability - Buckingham,,,,Thursday;,,,,Thursday;,FALSE,Thursday 19:00-20:00,"Buckingham University, Hunter Street, Buckingham",MK18 1EG,,Joanne,07851 032316,https://www.aerocise-pilates.co.uk,joanne@aerocise-pilates.co.uk,Please contact for further information,18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1191,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Stewkley,,Stewkley Singers,,,,Thursday;,,,,Thursday;,FALSE,Thursday,"St Michael's School, Chapel Square, Stewkley,",LU7 0HA,,Ron Sims,01525 240671,https://www.stewkleysingers.org/,enquiries@stewkleysingers.org,The Stewkley Singers was founded in September 2006 and now comprises a friendly choir of approximately 50 singers aged between 11 and 86. We meet on Thursday evenings throughout the Autumn and Spring terms,18/11/2018,,,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1194,Social,Social;Tea/Coffee,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Aston Abbotts,,Coffee Morning - Aston Abbotts,,,,Thursday;,,,,Thursday;,TRUE,Thursday 10:00-12:00,"Village Hall, Cublington Road, Aston Abbotts,",HP22 4NA,,David Gray,01296 681952,https://www.aston-abbotts.co.uk/othersocial.htm,ukdavidgray@gmail.com,Weekly coffee morning in the village hall next to the parish church,18/2/2019,18/2/2019,"2019-02-14 KB confirmed and updated new contact info,  KB Listed on website along with a book club, ladies club ect - check we have these  elsewhere? Presume contact Church  so added above and emailed KB 01/02/19 The weekly Coffee Morning provides a venue for villagers to come and socialise with friends and neighbours. Staffed by volunteers it provides reasonably priced hot drinks, biscuits, cakes and bacon rolls in a welcoming and comfortable environment. 
It attracts 20 to 30 customers over the morning and is particularly valued by pensioners some of whom live on their own.
 It is one of the ways in which encourage the elderly to keep active and healthy.",KB,1,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,Yes,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,Completed
